endTime,artistName,trackName,msPlayed,weekday,hour
2019-02-17 17:09:00,The Strokes,Machu Picchu,209626,Sunday,17
2019-02-17 17:13:00,The Last Shadow Puppets,"Sweet Dreams, TN",236252,Sunday,17
2019-02-17 17:17:00,Cage The Elephant,Cigarette Daydreams,208765,Sunday,17
2019-02-17 17:20:00,Arctic Monkeys,Brianstorm,172866,Sunday,17
2019-02-17 17:23:00,The Smiths,This Charming Man - 2011 Remaster,162920,Sunday,17
2019-02-17 17:27:00,Foals,Birch Tree,261133,Sunday,17
2019-02-17 17:30:00,Two Door Cinema Club,What You Know,189693,Sunday,17
2019-02-17 17:32:00,Arctic Monkeys,No Buses,90439,Sunday,17
2019-02-18 10:01:00,Arctic Monkeys,No Buses,197320,Monday,10
2019-02-18 10:06:00,Vampire Weekend,Step,251626,Monday,10
2019-02-18 10:09:00,Interpol,If You Really Love Nothing,195897,Monday,10
2019-02-18 10:12:00,Arctic Monkeys,Only Ones Who Know,184760,Monday,10
2019-02-18 10:16:00,Arctic Monkeys,Do Me a Favour,209253,Monday,10
2019-02-18 10:19:00,Arctic Monkeys,This House is a Circus,191680,Monday,10
2019-02-18 10:23:00,Arctic Monkeys,"If You Were There, Beware",276200,Monday,10
2019-02-18 10:26:00,Arctic Monkeys,The Bad Thing,145213,Monday,10
2019-02-18 10:29:00,Arctic Monkeys,Old Yellow Bricks,193226,Monday,10
2019-02-18 10:33:00,Arctic Monkeys,505,253586,Monday,10
2019-02-18 10:36:00,The Black Keys,Lonely Boy,193653,Monday,10
2019-02-18 10:39:00,Arctic Monkeys,Why'd You Only Call Me When You're High?,161123,Monday,10
2019-02-18 10:42:00,Arctic Monkeys,Fireside,181049,Monday,10
2019-02-18 10:46:00,Arctic Monkeys,Snap Out Of It,193030,Monday,10
2019-02-18 10:50:00,Arctic Monkeys,Knee Socks,257563,Monday,10
2019-02-18 10:53:00,Arctic Monkeys,I Wanna Be Yours,183956,Monday,10
2019-02-18 10:54:00,Arctic Monkeys,Old Yellow Bricks,39910,Monday,10
2019-02-18 10:54:00,Franz Ferdinand,Take Me Out,26502,Monday,10
2019-02-18 10:58:00,The Strokes,Hard To Explain,224333,Monday,10
2019-02-18 11:01:00,The Strokes,When It Started,175200,Monday,11
2019-02-18 11:04:00,The Strokes,Trying Your Luck,202760,Monday,11
2019-02-18 11:16:00,The Strokes,Take It Or Leave It,77740,Monday,11
2019-02-18 11:19:00,The Strokes,"Alone, Together",188640,Monday,11
2019-02-18 11:23:00,The Strokes,Barely Legal,234693,Monday,11
2019-02-18 11:37:00,The Strokes,Someday,183440,Monday,11
2019-02-18 11:40:00,The Strokes,"Alone, Together",188640,Monday,11
2019-02-18 11:40:00,The Strokes,Last Nite,11592,Monday,11
2019-02-18 11:44:00,The Strokes,Trying Your Luck,201183,Monday,11
2019-02-18 12:57:00,Cage The Elephant,Punchin' Bag,206739,Monday,12
2019-02-18 13:02:00,Fleetwood Mac,The Chain - 2004 Remaster,19605,Monday,13
2019-02-18 13:02:00,Kult,Po co wolność,278292,Monday,13
2019-02-18 13:07:00,Kult,Po co wolność,314546,Monday,13
2019-02-18 13:08:00,Nirvana,School - Remastered,54729,Monday,13
2019-02-18 13:11:00,Nirvana,School - Remastered,178808,Monday,13
2019-02-18 13:20:00,Nirvana,About A Girl,118434,Monday,13
2019-02-18 19:03:00,Gorillaz,Clint Eastwood,17126,Monday,19
2019-02-18 19:03:00,Deep Purple,Mistreated - Remastered 2010,10850,Monday,19
2019-02-18 19:03:00,Nirvana,About A Girl,151615,Monday,19
2019-02-18 19:03:00,The Last Shadow Puppets,My Mistakes Were Made For You,20000,Monday,19
2019-02-18 19:08:00,Black Sabbath,Planet Caravan,267800,Monday,19
2019-02-18 19:13:00,Parov Stelar,The Sun,13198,Monday,19
2019-02-18 19:13:00,Black Sabbath,Changes,282493,Monday,19
2019-02-18 19:16:00,Parov Stelar,The Sun - Klingande Remix Radio Edit,210375,Monday,19
2019-02-18 19:17:00,FIL BO RIVA,Go Rilla,25692,Monday,19
2019-02-18 19:30:00,Arctic Monkeys,When The Sun Goes Down,153971,Monday,19
2019-02-18 21:26:00,The Hives,Hate To Say I Told You So,200693,Monday,21
2019-02-18 21:29:00,The Strokes,"Call It Fate, Call It Karma",204773,Monday,21
2019-02-18 23:29:00,Arctic Monkeys,I Bet You Look Good On The Dancefloor,18883,Monday,23
2019-02-19 08:24:00,Arctic Monkeys,505,275340,Tuesday,8
2019-02-19 08:27:00,Arctic Monkeys,My Propeller,205746,Tuesday,8
2019-02-19 08:32:00,Arctic Monkeys,Crying Lightning,248056,Tuesday,8
2019-02-19 08:34:00,Arctic Monkeys,Potion Approaching,101830,Tuesday,8
2019-02-19 09:18:00,Arctic Monkeys,Fire And The Thud,137835,Tuesday,9
2019-02-19 13:18:00,Arctic Monkeys,Cornerstone,197973,Tuesday,13
2019-02-19 13:22:00,Arctic Monkeys,Dance Little Liar,283493,Tuesday,13
2019-02-19 13:26:00,Arctic Monkeys,Pretty Visitors,220506,Tuesday,13
2019-02-19 13:29:00,Arctic Monkeys,The Jeweller's Hands,158803,Tuesday,13
2019-02-19 13:34:00,Arctic Monkeys,The Jeweller's Hands,185251,Tuesday,13
2019-02-19 13:37:00,Arctic Monkeys,Balaclava,171226,Tuesday,13
2019-02-19 13:41:00,Kasabian,Wasted,247306,Tuesday,13
2019-02-19 13:45:00,Razorlight,Golden Touch - Full Length,205213,Tuesday,13
2019-02-19 13:48:00,The White Stripes,The Hardest Button to Button,212320,Tuesday,13
2019-02-19 13:53:00,Arctic Monkeys,Perhaps Vampires Is A Bit Strong But…,268626,Tuesday,13
2019-02-19 13:56:00,Cage The Elephant,Shake Me Down,211373,Tuesday,13
2019-02-19 14:00:00,Kasabian,Fire,252279,Tuesday,14
2019-02-19 14:06:00,The Smiths,How Soon Is Now? - 2011 Remaster,311188,Tuesday,14
2019-02-19 14:57:00,The Smiths,How Soon Is Now? - 2011 Remaster,96985,Tuesday,14
2019-02-19 15:00:00,Arctic Monkeys,Fireside,179645,Tuesday,15
2019-02-19 15:01:00,The Black Keys,Tighten Up,27780,Tuesday,15
2019-02-19 15:05:00,The Black Keys,Ten Cent Pistol,269306,Tuesday,15
2019-02-19 15:09:00,The Black Keys,Sinister Kid,224533,Tuesday,15
2019-02-19 15:28:00,The Black Keys,The Go Getter,106057,Tuesday,15
2019-02-19 18:01:00,Arctic Monkeys,I Bet You Look Good On The Dancefloor,14900,Tuesday,18
2019-02-19 18:04:00,Twenty One Pilots,Stressed Out,202333,Tuesday,18
2019-02-19 18:08:00,Twenty One Pilots,Ride,214506,Tuesday,18
2019-02-19 18:11:00,Twenty One Pilots,Heathens,195920,Tuesday,18
2019-02-19 18:16:00,Twenty One Pilots,Chlorine,324466,Tuesday,18
2019-02-19 18:20:00,Twenty One Pilots,My Blood,229120,Tuesday,18
2019-02-19 18:24:00,Twenty One Pilots,Jumpsuit,238560,Tuesday,18
2019-02-19 18:28:00,Twenty One Pilots,Nico and the Niners,225040,Tuesday,18
2019-02-19 18:32:00,Twenty One Pilots,Morph,258853,Tuesday,18
2019-02-19 18:37:00,Twenty One Pilots,Car Radio,267720,Tuesday,18
2019-02-19 18:39:00,Twenty One Pilots,Levitate,145946,Tuesday,18
2019-02-19 18:43:00,Twenty One Pilots,Jumpsuit,238560,Tuesday,18
2019-02-20 08:56:00,The Black Keys,Unknown Brother,64045,Wednesday,8
2019-02-20 08:56:00,The Black Keys,Unknown Brother,16174,Wednesday,8
2019-02-20 09:00:00,The Black Keys,Howlin' For You - Live,236346,Wednesday,9
2019-02-20 09:02:00,The Black Keys,She's Long Gone - Live,99968,Wednesday,9
2019-02-20 09:02:00,The Black Keys,Never Gonna Give You Up,13339,Wednesday,9
2019-02-20 09:05:00,The Black Keys,Run Right Back,190114,Wednesday,9
2019-02-20 09:09:00,The Black Keys,Hell of a Season,225013,Wednesday,9
2019-02-20 09:39:00,The Black Keys,Stop Stop,43770,Wednesday,9
2019-02-20 16:05:00,The Black Keys,Nova Baby,199499,Wednesday,16
2019-02-20 16:07:00,The Black Keys,Mind Eraser,125287,Wednesday,16
2019-02-20 16:09:00,Arctic Monkeys,Teddy Picker,165000,Wednesday,16
2019-02-20 16:12:00,Arctic Monkeys,D is for Dangerous,138106,Wednesday,16
2019-02-20 16:15:00,Arctic Monkeys,Balaclava,171226,Wednesday,16
2019-02-20 16:18:00,Arctic Monkeys,Fluorescent Adolescent,183893,Wednesday,16
2019-02-20 16:21:00,Arctic Monkeys,Only Ones Who Know,184760,Wednesday,16
2019-02-20 16:24:00,Arctic Monkeys,Do Me a Favour,209253,Wednesday,16
2019-02-20 16:27:00,Arctic Monkeys,This House is a Circus,191680,Wednesday,16
2019-02-20 16:32:00,Arctic Monkeys,"If You Were There, Beware",276200,Wednesday,16
2019-02-20 16:34:00,Arctic Monkeys,The Bad Thing,145213,Wednesday,16
2019-02-20 16:38:00,Arctic Monkeys,Old Yellow Bricks,193226,Wednesday,16
2019-02-20 16:42:00,Arctic Monkeys,505,253586,Wednesday,16
2019-02-20 16:46:00,Arctic Monkeys,Fireside,217110,Wednesday,16
2019-02-20 16:49:00,The Strokes,Under Cover of Darkness,235546,Wednesday,16
2019-02-20 16:50:00,The Killers,Mr. Brightside,56487,Wednesday,16
2019-02-20 17:02:00,The Smiths,This Charming Man - 2011 Remaster,84033,Wednesday,17
2019-02-20 17:15:00,Cage The Elephant,Come A Little Closer,226398,Wednesday,17
2019-02-20 17:19:00,The Kooks,Naive,203506,Wednesday,17
2019-02-20 17:22:00,Arctic Monkeys,The View From The Afternoon,222946,Wednesday,17
2019-02-20 17:26:00,Bloc Party,Banquet,201360,Wednesday,17
2019-02-20 17:28:00,Kings of Leon,Molly's Chambers,134906,Wednesday,17
2019-02-20 17:30:00,The Coral,Dreaming of You,141000,Wednesday,17
2019-02-20 18:07:00,The Last Shadow Puppets,Miracle Aligner,192818,Wednesday,18
2019-02-20 18:37:00,Twenty One Pilots,Levitate,48483,Wednesday,18
2019-02-20 22:45:00,Twenty One Pilots,Levitate,19550,Wednesday,22
2019-02-21 14:54:00,Twenty One Pilots,Levitate,11960,Thursday,14
2019-02-21 14:57:00,Arctic Monkeys,R U Mine?,201726,Thursday,14
2019-02-21 14:59:00,Arctic Monkeys,Riot Van,134933,Thursday,14
2019-02-21 15:02:00,Arctic Monkeys,Red Light Indicates Doors Are Secured,143626,Thursday,15
2019-02-21 15:05:00,Arctic Monkeys,Mardy Bum,175440,Thursday,15
2019-02-21 15:09:00,Arctic Monkeys,Perhaps Vampires Is A Bit Strong But…,268626,Thursday,15
2019-02-21 15:12:00,Arctic Monkeys,When The Sun Goes Down,202133,Thursday,15
2019-02-21 15:16:00,Arctic Monkeys,From The Ritz To The Rubble,193426,Thursday,15
2019-02-21 15:21:00,Arctic Monkeys,A Certain Romance,331200,Thursday,15
2019-02-21 15:24:00,Arctic Monkeys,505,131150,Thursday,15
2019-02-22 08:54:00,Rival Sons,Do Your Worst,274987,Friday,8
2019-02-22 08:55:00,Rival Sons,Torture,13871,Friday,8
2019-02-22 09:00:00,Rival Sons,Get What's Coming,266459,Friday,9
2019-02-22 09:01:00,Rival Sons,Torture,20444,Friday,9
2019-02-22 09:02:00,Rival Sons,Sacred Tongue,39659,Friday,9
2019-02-22 09:03:00,Rival Sons,Look Away,12502,Friday,9
2019-02-22 09:03:00,Rival Sons,End of Forever,77857,Friday,9
2019-02-22 09:06:00,Rival Sons,Do Your Worst,123354,Friday,9
2019-02-22 10:26:00,Arctic Monkeys,Arabella,308333,Friday,10
2019-02-22 10:30:00,Arctic Monkeys,Fireside,185140,Friday,10
2019-02-22 10:30:00,Arctic Monkeys,R U Mine?,10199,Friday,10
2019-02-22 10:35:00,Arctic Monkeys,Do I Wanna Know?,10774,Friday,10
2019-02-22 10:35:00,Arctic Monkeys,R U Mine?,201726,Friday,10
2019-02-22 10:38:00,Arctic Monkeys,Brianstorm,172866,Friday,10
2019-02-22 10:41:00,Arctic Monkeys,Balaclava,14881,Friday,10
2019-02-22 10:41:00,Arctic Monkeys,D is for Dangerous,15356,Friday,10
2019-02-22 10:41:00,Arctic Monkeys,Teddy Picker,165000,Friday,10
2019-02-22 10:47:00,Arctic Monkeys,The View From The Afternoon,222946,Friday,10
2019-02-22 10:50:00,Arctic Monkeys,I Bet You Look Good On The Dancefloor,173680,Friday,10
2019-02-22 10:57:00,Arctic Monkeys,Fake Tales Of San Francisco,177946,Friday,10
2019-02-22 11:00:00,Arctic Monkeys,Dancing Shoes,165104,Friday,11
2019-02-22 11:02:00,Arctic Monkeys,You Probably Couldn't See For The Lights But You Were Staring Straight At Me,130813,Friday,11
2019-02-22 11:05:00,Arctic Monkeys,Still Take You Home,173666,Friday,11
2019-02-22 11:07:00,Arctic Monkeys,Red Light Indicates Doors Are Secured,143626,Friday,11
2019-02-22 11:34:00,Arctic Monkeys,Perhaps Vampires Is A Bit Strong But…,237758,Friday,11
2019-02-22 18:52:00,Arctic Monkeys,"If You Were There, Beware",276200,Friday,18
2019-02-22 18:54:00,The Last Shadow Puppets,Separate And Ever Deadly,160413,Friday,18
2019-02-22 18:57:00,The Maccabees,Toothpaste Kisses,159320,Friday,18
2019-02-22 19:03:00,Kings of Leon,Over,370586,Friday,19
2019-02-22 19:10:00,The Cribs,Pink Snow,432533,Friday,19
2019-02-22 19:15:00,Jet,Sgt. Major,247733,Friday,19
2019-02-22 19:17:00,The Last Shadow Puppets,The Chamber,159146,Friday,19
2019-02-22 19:21:00,Interpol,Untitled,236666,Friday,19
2019-02-22 19:22:00,The Raconteurs,Salute Your Solution,14510,Friday,19
2019-02-22 19:22:00,Wolfmother,My Tangerine Dream,50898,Friday,19
2019-02-22 19:26:00,PJ Harvey,Down By The Water,194533,Friday,19
2019-02-22 19:30:00,PJ Harvey,This Mess We're In,237066,Friday,19
2019-02-22 19:34:00,PJ Harvey,Rid Of Me,268840,Friday,19
2019-02-22 19:38:00,PJ Harvey,This Is Love,228066,Friday,19
2019-02-22 19:42:00,PJ Harvey,The Wind,241493,Friday,19
2019-02-22 19:48:00,PJ Harvey,To Bring You My Love,333893,Friday,19
2019-02-22 19:51:00,PJ Harvey,Good Fortune,200066,Friday,19
2019-02-22 19:54:00,PJ Harvey,Is This Desire?,205666,Friday,19
2019-02-22 19:57:00,PJ Harvey,Shame,151706,Friday,19
2019-02-22 20:00:00,PJ Harvey,C'mon Billy,170866,Friday,20
2019-02-22 20:02:00,PJ Harvey,The Community Of Hope,143573,Friday,20
2019-02-22 20:05:00,PJ Harvey,The Ministry Of Defence,173274,Friday,20
2019-02-22 20:08:00,PJ Harvey,Down By The Water,194533,Friday,20
2019-02-22 20:12:00,PJ Harvey,This Mess We're In,237066,Friday,20
2019-02-22 20:17:00,PJ Harvey,Rid Of Me,268840,Friday,20
2019-02-22 20:19:00,PJ Harvey,This Is Love,149956,Friday,20
2019-02-22 22:47:00,PJ Harvey,This Is Love,78110,Friday,22
2019-02-22 22:48:00,PJ Harvey,The Wind,64630,Friday,22
2019-02-22 22:51:00,PJ Harvey,The Wind,176943,Friday,22
2019-02-22 22:56:00,PJ Harvey,To Bring You My Love,333893,Friday,22
2019-02-22 23:00:00,PJ Harvey,Good Fortune,200066,Friday,23
2019-02-22 23:03:00,PJ Harvey,Is This Desire?,205666,Friday,23
2019-02-22 23:06:00,PJ Harvey,Shame,151706,Friday,23
2019-02-22 23:08:00,PJ Harvey,C'mon Billy,170866,Friday,23
2019-02-22 23:11:00,PJ Harvey,The Devil,175986,Friday,23
2019-02-22 23:15:00,Morphine,Buena,199666,Friday,23
2019-02-22 23:21:00,Nick Cave & The Bad Seeds,Red Right Hand - 2011 Remastered Version,370573,Friday,23
2019-02-22 23:22:00,PJ Harvey,All And Everyone,69792,Friday,23
2019-02-22 23:29:00,Nick Cave & The Bad Seeds,Jubilee Street,395973,Friday,23
2019-02-22 23:33:00,PJ Harvey,An Acre of Land - Edit,225499,Friday,23
2019-02-22 23:38:00,Björk,Bachelorette,312666,Friday,23
2019-02-23 11:14:00,PJ Harvey,This Is Love,228066,Saturday,11
2019-02-23 11:18:00,PJ Harvey,The Wind,241493,Saturday,11
2019-02-23 11:24:00,PJ Harvey,To Bring You My Love,333893,Saturday,11
2019-02-23 11:27:00,PJ Harvey,Good Fortune,200066,Saturday,11
2019-02-23 11:30:00,PJ Harvey,Is This Desire?,205666,Saturday,11
2019-02-23 11:33:00,PJ Harvey,Shame,151706,Saturday,11
2019-02-23 11:36:00,PJ Harvey,C'mon Billy,170866,Saturday,11
2019-02-23 11:38:00,PJ Harvey,The Community Of Hope,143573,Saturday,11
2019-02-23 11:42:00,PJ Harvey,The Ministry Of Defence,251200,Saturday,11
2019-02-23 11:46:00,PJ Harvey,A Line In The Sand,213146,Saturday,11
2019-02-23 11:49:00,PJ Harvey,Chain Of Keys,189373,Saturday,11
2019-02-23 12:10:00,PJ Harvey,River Anacostia,33646,Saturday,12
2019-02-24 01:32:00,The Last Shadow Puppets,Wondrous Place,168253,Sunday,1
2019-02-24 01:36:00,The Raconteurs,"Steady, As She Goes",215266,Sunday,1
2019-02-24 10:01:00,The Bamboos,I Got Burned,40760,Sunday,10
2019-02-24 10:05:00,Chevelle,Mexican Sun,255986,Sunday,10
2019-02-24 10:09:00,Stone Sour,Absolute Zero,229840,Sunday,10
2019-02-24 10:10:00,Alien Ant Farm,Smooth Criminal,54273,Sunday,10
2019-02-24 12:38:00,Arctic Monkeys,"If You Were There, Beware",276200,Sunday,12
2019-02-24 12:40:00,Arctic Monkeys,The Bad Thing,145213,Sunday,12
2019-02-24 12:43:00,Arctic Monkeys,Old Yellow Bricks,193226,Sunday,12
2019-02-24 12:48:00,Arctic Monkeys,505,253586,Sunday,12
2019-02-24 12:49:00,Arctic Monkeys,Arabella,68684,Sunday,12
2019-02-24 13:20:00,Arctic Monkeys,"If You Were There, Beware",367230,Sunday,13
2019-02-24 13:20:00,Arctic Monkeys,This House is a Circus,27113,Sunday,13
2019-02-24 13:24:00,Arctic Monkeys,Balaclava,206667,Sunday,13
2019-02-24 13:27:00,Arctic Monkeys,Do Me a Favour,209253,Sunday,13
2019-02-24 13:28:00,Arctic Monkeys,This House is a Circus,49644,Sunday,13
2019-02-24 13:31:00,Arctic Monkeys,Brianstorm,172866,Sunday,13
2019-02-24 13:32:00,Arctic Monkeys,Teddy Picker,59421,Sunday,13
2019-02-24 13:46:00,Arctic Monkeys,Brianstorm,24021,Sunday,13
2019-02-24 13:49:00,PJ Harvey,This Is Love,228066,Sunday,13
2019-02-24 13:53:00,PJ Harvey,The Wind,241493,Sunday,13
2019-02-24 14:16:00,PJ Harvey,To Bring You My Love,323979,Sunday,14
2019-02-25 08:07:00,Arctic Monkeys,Red Right Hand,259813,Monday,8
2019-02-25 11:55:00,Arctic Monkeys,"If You Were There, Beware",316191,Monday,11
2019-02-25 11:55:00,The Last Shadow Puppets,Dracula Teeth,11725,Monday,11
2019-02-25 12:00:00,Arctic Monkeys,"If You Were There, Beware",276200,Monday,12
2019-02-25 12:39:00,Arctic Monkeys,The Bad Thing,283797,Monday,12
2019-02-25 12:42:00,Arctic Monkeys,Old Yellow Bricks,193226,Monday,12
2019-02-25 12:53:00,Arctic Monkeys,505,402741,Monday,12
2019-02-25 12:58:00,Arctic Monkeys,"If You Were There, Beware",298244,Monday,12
2019-02-25 13:01:00,Arctic Monkeys,The Bad Thing,142239,Monday,13
2019-02-25 15:55:00,Arctic Monkeys,"If You Were There, Beware",274326,Monday,15
2019-02-25 15:58:00,Arctic Monkeys,Teddy Picker,165000,Monday,15
2019-02-25 16:02:00,Arctic Monkeys,Fireside,220019,Monday,16
2019-02-25 16:06:00,Arctic Monkeys,I Wanna Be Yours,183956,Monday,16
2019-02-25 16:10:00,Queens of the Stone Age,Burn The Witch,215320,Monday,16
2019-02-25 16:12:00,Queens of the Stone Age,In My Head,171835,Monday,16
2019-02-25 16:16:00,Queens of the Stone Age,Hanging Tree,186253,Monday,16
2019-02-25 16:19:00,Queens of the Stone Age,Another Love Song,189726,Monday,16
2019-02-25 16:25:00,Queens of the Stone Age,Mosquito Song,337946,Monday,16
2019-02-25 16:28:00,Queens of the Stone Age,The Lost Art Of Keeping A Secret - Live at the Troubadour Version,217360,Monday,16
2019-02-25 16:29:00,Queens of the Stone Age,Everybody's Gonna Be Happy - Non-LP Version,12999,Monday,16
2019-02-25 16:32:00,Queens of the Stone Age,Make It Wit Chu,234595,Monday,16
2019-02-26 08:06:00,Arctic Monkeys,Pretty Visitors,155934,Tuesday,8
2019-02-26 08:28:00,Arctic Monkeys,"If You Were There, Beware",273279,Tuesday,8
2019-02-26 08:29:00,Arctic Monkeys,"If You Were There, Beware",12105,Tuesday,8
2019-02-26 08:31:00,Arctic Monkeys,D is for Dangerous,138106,Tuesday,8
2019-02-26 08:34:00,Arctic Monkeys,Balaclava,171226,Tuesday,8
2019-02-26 09:12:00,Arctic Monkeys,Only Ones Who Know,109300,Tuesday,9
2019-02-26 13:35:00,Arctic Monkeys,Do Me a Favour,209253,Tuesday,13
2019-02-26 13:38:00,Arctic Monkeys,This House is a Circus,191680,Tuesday,13
2019-02-26 13:42:00,Arctic Monkeys,"If You Were There, Beware",271913,Tuesday,13
2019-02-26 13:45:00,Arctic Monkeys,The Bad Thing,145213,Tuesday,13
2019-02-26 13:48:00,Arctic Monkeys,Old Yellow Bricks,193226,Tuesday,13
2019-02-26 13:52:00,Arctic Monkeys,505,253586,Tuesday,13
2019-02-26 13:55:00,Arctic Monkeys,Fluorescent Adolescent,183893,Tuesday,13
2019-02-26 13:58:00,Catfish and the Bottlemen,Longshot,10057,Tuesday,13
2019-02-26 14:01:00,PJ Harvey,Down By The Water,194533,Tuesday,14
2019-02-26 14:05:00,PJ Harvey,This Mess We're In,237066,Tuesday,14
2019-02-26 14:09:00,PJ Harvey,Rid Of Me,268840,Tuesday,14
2019-02-26 14:14:00,PJ Harvey,This Is Love,261448,Tuesday,14
2019-02-26 14:18:00,PJ Harvey,The Wind,241493,Tuesday,14
2019-02-26 14:23:00,PJ Harvey,To Bring You My Love,333893,Tuesday,14
2019-02-26 14:43:00,PJ Harvey,Good Fortune,21118,Tuesday,14
2019-02-26 14:57:00,PJ Harvey,To Bring You My Love,163073,Tuesday,14
2019-02-26 15:02:00,Arctic Monkeys,I Haven't Got My Strange,10208,Tuesday,15
2019-02-26 15:02:00,Arctic Monkeys,Red Right Hand,259813,Tuesday,15
2019-02-26 15:04:00,Arctic Monkeys,Nettles,130051,Tuesday,15
2019-02-26 15:09:00,Arctic Monkeys,Teddy Picker,140861,Tuesday,15
2019-02-26 19:35:00,The Fratellis,Henrietta,14049,Tuesday,19
2019-02-26 19:35:00,Arctic Monkeys,Teddy Picker,167480,Tuesday,19
2019-02-26 19:37:00,Arctic Monkeys,D is for Dangerous,138106,Tuesday,19
2019-02-26 19:40:00,Arctic Monkeys,Balaclava,171226,Tuesday,19
2019-02-26 19:43:00,Arctic Monkeys,Fluorescent Adolescent,183893,Tuesday,19
2019-02-26 21:23:00,Arctic Monkeys,Only Ones Who Know,69130,Tuesday,21
2019-02-27 07:16:00,Arctic Monkeys,My Propeller,291036,Wednesday,7
2019-02-27 07:20:00,Arctic Monkeys,Crying Lightning,224826,Wednesday,7
2019-02-27 07:20:00,Arctic Monkeys,Dangerous Animals,16661,Wednesday,7
2019-02-27 07:24:00,Arctic Monkeys,Potion Approaching,212133,Wednesday,7
2019-02-27 07:28:00,Arctic Monkeys,Fire And The Thud,237533,Wednesday,7
2019-02-27 07:29:00,Arctic Monkeys,Cornerstone,64191,Wednesday,7
2019-02-27 17:38:00,Arctic Monkeys,Crying Lightning,214503,Wednesday,17
2019-02-27 17:48:00,Arctic Monkeys,My Propeller,22918,Wednesday,17
2019-02-28 06:15:00,Arctic Monkeys,Do I Wanna Know?,272394,Thursday,6
2019-02-28 06:21:00,Arctic Monkeys,R U Mine?,269789,Thursday,6
2019-02-28 06:25:00,Arctic Monkeys,One For The Road,234133,Thursday,6
2019-02-28 06:29:00,Arctic Monkeys,Arabella,207356,Thursday,6
2019-02-28 06:32:00,Arctic Monkeys,I Want It All,185406,Thursday,6
2019-02-28 06:49:00,Arctic Monkeys,No. 1 Party Anthem,243131,Thursday,6
2019-02-28 06:53:00,Arctic Monkeys,Mad Sounds,215011,Thursday,6
2019-02-28 06:56:00,Arctic Monkeys,Fireside,181049,Thursday,6
2019-02-28 06:59:00,Arctic Monkeys,Why'd You Only Call Me When You're High?,161123,Thursday,6
2019-02-28 07:02:00,Arctic Monkeys,Snap Out Of It,193030,Thursday,7
2019-02-28 07:07:00,Arctic Monkeys,Knee Socks,257563,Thursday,7
2019-02-28 07:26:00,Arctic Monkeys,I Wanna Be Yours,125718,Thursday,7
2019-02-28 07:44:00,Arctic Monkeys,Potion Approaching,212133,Thursday,7
2019-02-28 07:48:00,Arctic Monkeys,Fire And The Thud,237533,Thursday,7
2019-02-28 07:51:00,Arctic Monkeys,Cornerstone,197973,Thursday,7
2019-02-28 08:07:00,Arctic Monkeys,Dance Little Liar,268458,Thursday,8
2019-02-28 10:09:00,Arctic Monkeys,The Jeweller's Hands,597594,Thursday,10
2019-02-28 10:14:00,Arctic Monkeys,Dance Little Liar,274012,Thursday,10
2019-02-28 10:18:00,Arctic Monkeys,Fire And The Thud,237533,Thursday,10
2019-02-28 10:21:00,Arctic Monkeys,Cornerstone,197973,Thursday,10
2019-02-28 10:26:00,Arctic Monkeys,Dance Little Liar,283493,Thursday,10
2019-02-28 10:29:00,Arctic Monkeys,Pretty Visitors,220506,Thursday,10
2019-02-28 10:41:00,Arctic Monkeys,The Jeweller's Hands,686038,Thursday,10
2019-02-28 10:44:00,Arctic Monkeys,Reckless Serenade,13329,Thursday,10
2019-02-28 10:47:00,Arctic Monkeys,Reckless Serenade,162746,Thursday,10
2019-02-28 10:57:00,Arctic Monkeys,Piledriver Waltz,203880,Thursday,10
2019-02-28 11:01:00,Arctic Monkeys,Suck It and See,225986,Thursday,11
2019-02-28 11:04:00,Arctic Monkeys,Love is a Laserquest,191426,Thursday,11
2019-02-28 11:09:00,Arctic Monkeys,That's Where You're Wrong,256800,Thursday,11
2019-02-28 11:12:00,Arctic Monkeys,Brick By Brick,175502,Thursday,11
2019-02-28 11:23:00,Arctic Monkeys,Don't Sit Down 'Cause I've Moved Your Chair,80883,Thursday,11
2019-02-28 11:36:00,Arctic Monkeys,Don't Sit Down 'Cause I've Moved Your Chair,102832,Thursday,11
2019-02-28 11:40:00,Arctic Monkeys,She's Thunderstorms,19268,Thursday,11
2019-02-28 11:40:00,Arctic Monkeys,Evil Twin,197373,Thursday,11
2019-02-28 11:43:00,Arctic Monkeys,Black Treacle,217440,Thursday,11
2019-02-28 11:46:00,Arctic Monkeys,The Hellcat Spangled Shalalala,180373,Thursday,11
2019-02-28 11:49:00,Arctic Monkeys,Library Pictures,162707,Thursday,11
2019-02-28 11:54:00,Arctic Monkeys,All My Own Stunts,232280,Thursday,11
2019-02-28 11:58:00,Arctic Monkeys,That's Where You're Wrong,256800,Thursday,11
2019-02-28 12:03:00,Arctic Monkeys,Brick By Brick,156932,Thursday,12
2019-02-28 12:06:00,John Denver,"Take Me Home, Country Roads - Rerecorded",197813,Thursday,12
2019-02-28 12:11:00,Tinariwen,Toumast Tincha,260253,Thursday,12
2019-02-28 12:15:00,Tinariwen,Le Chant Des Fauves,232497,Thursday,12
2019-02-28 12:21:00,Rival Sons,Do Your Worst,248235,Thursday,12
2019-02-28 12:24:00,Rival Sons,Sugar on the Bone,195848,Thursday,12
2019-02-28 12:30:00,Rival Sons,Feral Roots,355986,Thursday,12
2019-02-28 12:40:00,Rival Sons,Too Bad,599278,Thursday,12
